"derece","durum","mac_var_mi","kazandı mı","borsa_thy","borsa _asels","borsa_froto","trafik_bilgisi","duygu"
"-7","Çok_Bulutlu","1","0","-2","-0.9","6.59","20","keyifli"
"-6.8","Karla_Karışık_Yağmur","1","0","-1.53","-3.73","-0.89","24","sinirli "
"-6.8","Kırağı","1","0","-6.56","-5.51","1.24","22","üzgün"
"-6.5","Dolu","0","0","-0.29","-1.55","0.72","24","keyifsiz"
"-5.8","Dolu","0","0","-0.48","1.46","3.99","24","keyifli"
"-5.8","Kırağı","1","0","-0.85","-0.56","-0.1","20","sinirli "
"-5.4","Dolu","1","0","-0.75","0.45","1.76","24","keyifli"
"-5.5","Dolu","1","0","0.66","0.22","-1.04","24","keyifli"
"-5.7","Pus","1","1","0.66","0.34","1.86","24","mutlu"
"-5.8","Pus","1","0","-1.58","-0.11","2.61","23","keyifsiz"
"-5.5","Pus","1","1","0.09","-0.34","3.86","22","keyifli"
"-5","Pus","0","0","0.47","0","-1.31","24","keyifsiz"
"-4.5","Pus","1","0","-0.56","-0.87","0","24","sinirli "
"-5.5","Çok_Bulutlu","0","0","-0.66","0.12","-0.23","19","keyifsiz"
"-8.2","Çok_Bulutlu","1","0","-0.83","0.61","-2.16","20","keyifsiz"
"-8.3","Çok_Bulutlu","0","0","0.65","-0.61","1.62","22","keyifli"
"-8.1","Çok_Bulutlu","1","1","0.19","-1.44","2.71","22","keyifli"
"-7.4","Çok_Bulutlu","1","1","2.09","0.12","6.83","20","mutlu"
"-6.7","Çok_Bulutlu","1","0","1.84","-0.12","-4.06","20","keyifsiz"
"-6.7","Çok_Bulutlu","0","0","-1.52","1.84","0.48","22","keyifli"
"-6.6","Çok_Bulutlu","1","0","-1.68","-1.33","-2.9","22","sinirli "
"-7.1","Çok_Bulutlu","0","0","1.23","3.63","-3.76","22","keyifli"
"-7.7","Çok_Bulutlu","1","1","-4","-3.04","2.34","19","keyifsiz"
"-7","Çok_Bulutlu","1","0","-1.08","-1.08","-0.18","22","sinirli "
"-8.9","Çok_Bulutlu","1","0","0.82","-0.36","-1.65","22","keyifsiz"
"-7.2","Çok_Bulutlu","1","0","-0.27","-0.94","-2.82","21","sinirli "
"-9.7","Çok_Bulutlu","0","0","-0.8","-1.84","0.48","19","keyifsiz"
"-11.3","Çok_Bulutlu","0","0","-1.64","-2.02","7.63","21","keyifli"
"-10.6","Çok_Bulutlu","1","1","9.94","0.45","6.42","20","mutlu"
"-8.8","Çok_Bulutlu","1","0","-1.77","7.39","2.2","22","mutlu"
"-4.2","Çok_Bulutlu","1","0","0","4.28","-3.74","22","keyifsiz"
"-4.7","Çok_Bulutlu","1","0","-1.35","-2.33","0.63","20","keyifsiz"
"-4.5","Çok_Bulutlu","0","0","-1.42","-0.76","1.99","21","keyifsiz"
"-4","Çok_Bulutlu","1","1","1.18","1.67","-1.02","22","keyifli"
"-4.9","Çok_Bulutlu","1","0","2.42","-0.13","0.95","22","keyifli"
"-9.4","Açık","0","0","-1.94","0.38","1.44","22","keyifli"
"-11","Açık","0","0","-0.42","0.63","-2.6","22","keyifsiz"
"-11.6","Açık","1","0","-2.77","-1.74","4.7","21","keyifsiz"
"-9.6","Açık","1","0","-0.33","0.25","0.35","21","keyifli"
"-7.6","Açık","0","0","0.48","1.27","-0.82","22","keyifli"
"-5.7","Açık","0","0","-0.24","-0.38","2.44","20","keyifli"
"-6.2","Açık","1","0","0.48","-1.37","0.3","22","keyifli"
"-6.6","Açık","0","0","-0.08","0.38","-0.72","22","keyifsiz"
"-7.7","Açık","0","0","0.72","2.44","-0.79","20","keyifli"
"-8.8","Açık","0","0","-1.03","-2.13","1.96","21","keyifsiz"
"-9.9","Açık","1","0","0.08","1.66","-3.02","21","keyifli"
"-10.3","Açık","1","0","-1.57","-0.63","3.49","22","keyifli"
"-10.1","Açık","0","0","1.92","-0.13","1.56","20","keyifli"
"-11.9","Açık","0","0","-1.18","0.13","0","20","keyifsiz"
"-12.1","Açık","0","0","0.48","1.81","-1.03","20","keyifli"
"-14.4","Açık","0","0","-0.24","-0.26","1.42","22","keyifsiz"
"-12.9","Açık","1","0","-0.63","-0.51","-0.3","20","sinirli "
"-14.9","Açık","1","1","1.03","0.64","0.15","20","mutlu"
"-14.2","Açık","1","0","0.48","-0.26","2.59","22","keyifli"
"-14.7","Açık","0","0","-0.63","-2.63","3.06","22","keyifsiz"
"-15.7","Açık","0","0","-1.18","2.17","3.06","20","keyifsiz"
"-15","Açık","0","0","1.27","5.68","-3.44","20","keyifli"
"-13.5","Açık","1","0","-0.63","0.41","1.6","21","keyifli"
"-2.8","Çok_Bulutlu","1","1","0.19","1.39","-2.91","22","keyifli"
"1.2","Çok_Bulutlu","1","0","-0.58","-0.76","-1.17","21","sinirli "
"1.1","Çok_Bulutlu","1","1","-1.97","-1.49","3.7","21","keyifsiz"
"3","Çok_Bulutlu","0","0","3.98","-0.65","0.34","21","keyifli"
"2.7","Çok_Bulutlu","1","0","-0.88","-2.94","4.78","20","keyifsiz"
"2.2","Çok_Bulutlu","0","0","4.01","1.58","-3.42","21","keyifli"
"1.8","Çok_Bulutlu","1","0","-4.22","-4.55","-0.39","21","sinirli "
"1.5","Çok_Bulutlu","1","1","5.47","3.48","0.82","20","mutlu"
"-1","Çok_Bulutlu","1","0","7.52","9.8","5.24","20","mutlu"
"-2.9","Çok_Bulutlu","1","0","0.5","1.35","-5.02","21","keyifli"
"-5.2","Açık","0","0","-3.61","0.94","-4.91","21","keyifsiz"
"-5.1","Açık","1","0","-3.95","-6.62","-3.69","21","sinirli "
"-4.8","Açık","0","0","-6.82","-6.98","0.78","21","üzgün"
"-5","Açık","0","0","-4.87","-1.48","0.19","20","keyifsiz"
"-5.9","Açık","0","0","-0.34","1.64","-2.3","21","keyifsiz"
"-7.3","Açık","1","0","-3.85","-2.28","-2.31","21","sinirli "
"-8.2","Açık","1","0","3.56","7.95","2.57","20","mutlu"
"-9.2","Açık","0","0","0.43","2.67","1.49","20","mutlu"
"-9.6","Açık","1","0","-3.29","-1.75","-3.69","21","sinirli "
"-10.8","Açık","1","0","-8.23","-3.52","3.76","21","keyifsiz"
"-11.8","Açık","1","0","-1.78","-0.42","-0.91","21","sinirli "
"-13.8","Açık","0","0","-2.74","1.85","-2.19","20","keyifsiz"
"-11.9","Açık","0","0","-4.55","-0.85","0.69","21","üzgün"
"-12.1","Açık","1","0","1.04","1.73","-2.91","21","keyifli"
"-12.4","Açık","0","0","-3.56","-4.79","3.78","21","keyifsiz"
"-14","Açık","1","0","-0.86","2.1","-2.25","21","keyifsiz"
"-12.6","Açık","0","0","-1.7","0.85","0.38","21","keyifli"
"-4.6","Açık","1","1","-1.83","0.17","-0.07","21","keyifsiz"
"-3.3","Açık","0","0","0.89","0","-0.66","20","keyifsiz"
"-3.2","Açık","1","0","-0.64","0.18","0.46","21","keyifli"
"-3.3","Açık","0","0","0.5","-0.87","-0.07","21","keyifsiz"
"-3.6","Açık","1","0","-3.26","-0.88","-1.91","21","sinirli "
"-4","Açık","0","0","-1.08","-0.18","1.63","21","keyifsiz"
"-3.4","Açık","1","0","-1.33","0","1.25","21","keyifsiz"
"-3.9","Açık","1","0","0.33","0.71","1.61","21","mutlu"
"-3.5","Açık","0","0","-0.13","0.18","-1.46","21","keyifsiz"
"-3.4","Açık","0","0","2.38","-0.36","1","20","keyifli"
"-4.1","Açık","1","1","-0.68","-1.23","1.48","21","keyifsiz"
"-4.9","Açık","1","0","-0.27","1.42","1.52","21","keyifli"
"-4.9","Açık","1","1","1.05","-0.89","2.72","20","keyifli"
"-1.2","Açık","1","1","0.15","1.48","0","20","keyifli"
"-0.1","Açık","1","0","-5.12","1.31","-1.36","20","keyifsiz"
"0.7","Açık","1","0","-3.91","0.95","-1.27","20","keyifsiz"
"1.5","Açık","1","0","2.63","3.12","0.71","21","mutlu"
"2.4","Açık","0","0","1.05","2.19","1.07","21","mutlu"
"2.7","Açık","1","0","2.58","4.15","1.54","21","mutlu"
"2","Açık","0","0","-0.07","0","0.5","21","keyifsiz"
"1.6","Açık","0","0","-0.07","-0.21","0.3","21","keyifsiz"
"0.4","Açık","1","1","-0.14","0.42","0.29","21","keyifli"
"0.5","Açık","1","1","1.52","1.91","1.05","21","mutlu"
"0.2","Açık","1","1","0.15","0.43","0.29","21","mutlu"
"0.8","Açık","1","1","0","0","0.75","21","mutlu"
"0.1","Açık","1","1","0.15","-0.21","-0.44","21","keyifsiz"
"0.4","Açık","1","0","-1.22","-0.84","-2.63","21","sinirli "
"0.1","Açık","0","0","-0.71","-0.42","1.62","21","keyifsiz"
"0","Açık","1","1","1.37","-0.21","2.74","21","keyifli"
"-1","Açık","1","1","-1.71","0.21","2.35","21","keyifli"
"-0.8","Açık","1","0","3.46","1.92","0.78","21","mutlu"
"-0.8","Açık","1","0","-0.88","-1.06","-1.25","21","sinirli "
"-0.7","Açık","1","0","-0.65","-1.05","-0.54","20","sinirli "
"-0.5","Çok_Bulutlu","0","0","0.58","1.06","-1.3","21","keyifli"
"-0.9","Çok_Bulutlu","1","0","-0.36","-1.66","3.89","21","keyifsiz"
"0.9","Çok_Bulutlu","1","1","1.1","0.65","-1.95","22","keyifli"
"0","Çok_Bulutlu","1","0","-1.43","-0.42","-1.36","21","sinirli "
"-12.1","Çok_Bulutlu","0","0","0.76","2.93","4.83","21","mutlu"
"-12.8","Açık","1","1","3.87","5.81","0.6","21","mutlu"
"-14","Açık","1","1","3.45","0.24","-0.84","21","keyifli"
"-14.4","Açık","1","0","-2.89","-2.14","1.94","21","keyifsiz"
"-13.9","Açık","1","1","1.84","1.2","0.25","21","mutlu"
"-13.5","Açık","1","0","-6.54","-6.52","0.69","21","üzgün"
"-14.5","Açık","1","0","0.26","1.14","-1.43","21","keyifli"
"-15","Açık","0","0","-0.43","-1.57","-1.65","20","sinirli "
"-15.3","Çok_Bulutlu","1","1","-1.94","-2.4","0.57","21","keyifsiz"
"-15.9","Açık","1","0","-0.92","-1.51","1.27","21","keyifsiz"
"-16.6","Çok_Bulutlu","1","0","-1.28","-1.3","1.54","20","keyifsiz"
"-12.3","Çok_Bulutlu","0","0","-3.89","0.62","0.76","21","keyifli"
"-11.9","Çok_Bulutlu","1","0","2.92","0.62","-1.32","21","keyifli"
"-6.8","Çok_Bulutlu","1","0","0.99","-2.73","-0.34","20","keyifsiz"
"-5.2","Çok_Bulutlu","1","1","0.63","3.13","-0.82","21","keyifli"
"-4.9","Çok_Bulutlu","1","0","-1.93","0.97","3.51","21","keyifli"
"-3.6","Çok_Bulutlu","1","0","0.5","-1.18","-2.73","20","keyifsiz"
"-4.9","Çok_Bulutlu","0","0","-3.23","-6.18","0.51","21","üzgün"
"-5.6","Çok_Bulutlu","1","1","-1.04","0","-0.34","21","sinirli "
"-11.8","Çok_Bulutlu","1","0","-0.31","-2.48","-1.42","21","üzgün"
"-13.2","Çok_Bulutlu","0","0","-2.16","-1.77","1.6","21","keyifsiz"
"-13.4","Çok_Bulutlu","1","0","-0.61","1.12","0.48","21","keyifli"
"-13.4","Çok_Bulutlu","1","0","2.27","1.36","-0.63","21","keyifli"
"-5","Çok_Bulutlu","1","1","-2.69","-3.55","1.15","21","keyifsiz"
"0.1","Çok_Bulutlu","1","0","-5.18","-4.58","1.18","20","keyifsiz"
"1.1","Çok_Bulutlu","0","0","-3","-0.68","-1.41","20","sinirli "
"2.3","Çok_Bulutlu","1","0","-0.52","-1.12","-1.77","21","sinirli "
"1.1","Çok_Bulutlu","0","0","1.67","-0.89","0.16","21","keyifli"
"-0.2","Çok_Bulutlu","1","0","2.17","4.56","2.29","21","mutlu"
"2.2","Yağmurlu","1","0","0.41","0","3.08","21","mutlu"
"2.1","Yağmurlu","1","1","1.85","2.18","1.58","21","mutlu"
"1.5","Yağmurlu","1","0","-0.84","-1.2","3.78","24","keyifsiz"
"1.5","Yağmurlu","0","0","1.36","2.7","-0.63","21","keyifli"
"1.5","Yağmurlu","1","1","4.8","0.99","-1.99","21","keyifli"
"1.8","Çok_Bulutlu","1","0","-0.72","-1.22","2.35","20","keyifsiz"
"3.3","Çok_Bulutlu","1","1","-1.68","-1.61","-2.94","21","sinirli "
"3.6","Çok_Bulutlu","1","1","0.63","-1.39","3.62","21","keyifli"
"3.3","Çok_Bulutlu","1","0","2.16","-2.7","2.35","21","keyifli"
"3.5","Çok_Bulutlu","0","0","1.38","1.57","-2.08","21","keyifli"
"3.6","Çok_Bulutlu","1","1","-2.21","-1.92","0.48","20","keyifsiz"
"3","Yağmurlu","1","0","-1.26","0","1.74","21","keyifsiz"
"2.5","Yağmurlu","1","0","-0.14","-0.96","3.78","24","keyifsiz"
"1.7","Yağmurlu","1","1","0","0.78","0.32","21","mutlu"
"1.5","Yağmurlu","1","1","2.94","1.18","-3.03","21","keyifli"
"1.5","Yağmurlu","1","0","0.36","0","1.19","21","mutlu"
"1.3","Yağmurlu","0","0","-1","-0.78","1.18","24","keyifsiz"
"1.3","Yağmurlu","1","0","0.43","-0.19","-2.05","20","keyifsiz"
"1.3","Yağmurlu","0","0","-3.39","-1.53","0.9","21","keyifsiz"
"1.3","Yağmurlu","0","0","2.12","1.16","-0.41","21","keyifli"
"1.4","Yağmurlu","1","0","-2.68","-2.45","1","21","keyifsiz"
"2.3","Hafif_Yağmurlu","1","0","1.68","1.34","3.39","21","mutlu"
"3","Çok_Bulutlu","1","0","-0.23","-2.14","-0.51","21","sinirli "
"2.3","Çok_Bulutlu","1","1","2.62","3.82","0.83","21","mutlu"
"2.5","Çok_Bulutlu","1","0","-1.02","1.84","-6.62","21","keyifsiz"
"3","Çok_Bulutlu","1","1","4.23","0.93","1.44","21","mutlu"
"3.5","Çok_Bulutlu","1","0","-4.6","-2.7","-1.11","21","sinirli "
"3","Çok_Bulutlu","0","0","-0.56","-0.54","-2.37","20","sinirli "
"2.6","Çok_Bulutlu","1","0","1.65","0.35","-0.77","21","keyifli"
"2.3","Çok_Bulutlu","0","0","7.63","1.07","1.08","21","mutlu"
"2","Çok_Bulutlu","1","0","-0.38","0.72","1.23","21","keyifli"
"1.8","Çok_Bulutlu","0","0","2.12","1.64","-3.41","21","keyifli"
"1.7","Çok_Bulutlu","1","1","-2.6","-2.31","2.06","21","keyifsiz"
"0.3","Çok_Bulutlu","1","0","2.59","0.85","-2.68","21","keyifli"
"-0.3","Çok_Bulutlu","0","0","-0.43","0.86","0.89","21","keyifli"
"-0.2","Çok_Bulutlu","1","1","1","-0.17","-1.54","21","keyifsiz"
"-0.6","Çok_Bulutlu","0","0","-2.71","-4.17","1.29","21","keyifsiz"
"-0.6","Çok_Bulutlu","1","0","2.57","2.13","4.54","21","mutlu"
"1.1","Çok_Bulutlu","1","0","0.67","1.02","1.18","21","mutlu"
"1.8","Çok_Bulutlu","0","0","0","-1.01","1.72","21","keyifsiz"
"1.2","Çok_Bulutlu","1","1","-2.56","0.84","-1.69","21","keyifsiz"
"1.5","Çok_Bulutlu","1","1","-3.32","1.54","-2.52","21","keyifsiz"
"1.5","Çok_Bulutlu","1","1","2.61","2.82","-6.26","21","keyifli"
"1","Çok_Bulutlu","1","0","-4.5","-1.22","2.35","20","keyifsiz"
"0.8","Çok_Bulutlu","0","0","-5.18","-3.53","1.4","20","keyifsiz"
"-1.7","Açık","1","0","0.41","-0.35","-0.95","21","keyifsiz"
"-2.4","Açık","0","0","-1.35","0.17","0.18","21","keyifli"
"-3.5","Açık","1","1","2.34","-0.52","1.4","21","keyifsiz"
"-3.9","Açık","1","0","-2.94","-1.69","-1.89","21","sinirli "
"-3.9","Açık","1","0","1.29","-2.15","-3.17","21","keyifsiz"
"-6","Açık","1","1","4.01","3.22","1.83","21","mutlu"
"-6.7","Açık","1","0","-0.61","0.16","2.48","21","keyifli"
"-5.8","Çok_Bulutlu","1","0","2.01","1.52","0.78","21","mutlu"
"-5.2","Çok_Bulutlu","0","0","-0.96","0.51","-1.21","21","keyifsiz"
"-4","Çok_Bulutlu","1","0","1.91","2.44","-0.98","21","keyifli"
"-2.3","Açık","1","0","-2.93","0.89","0","21","keyifsiz"
"-1.6","Açık","1","0","-0.33","-0.35","-1.14","21","sinirli "
"-1.6","Açık","1","1","0.8","-1.4","7.24","21","keyifsiz"
"-2.1","Açık","0","0","0.07","2.87","4.61","21","mutlu"
"-2.9","Açık","1","0","-1.06","0","-0.9","20","sinirli "
"-3.2","Açık","1","0","0.33","-0.18","3.31","21","keyifli"
"-3.8","Açık","0","0","-0.33","0","1.54","21","keyifli"
"-4.8","Açık","0","0","-0.2","1.45","-1.76","21","keyifsiz"
"-5.4","Açık","0","0","-3.69","-3.68","-2.01","21","sinirli "
"-6.3","Açık","1","0","-2.42","-2.39","-1.26","21","sinirli "
"-6.7","Açık","1","1","0.62","0.69","0.18","21","mutlu"
"-7.6","Açık","1","0","-1.48","-0.85","-1.37","20","sinirli "
"-8.8","Açık","0","0","0.56","0.34","1","21","mutlu"
"-8.8","Açık","1","0","-0.12","0.17","0","21","keyifsiz"
"-9.8","Açık","0","0","0.12","-1.85","-3.71","20","keyifsiz"
"-10.2","Açık","1","0","-1.04","0.51","2.15","21","keyifli"
"-10.7","Açık","1","0","-0.24","3.32","-1.07","21","keyifsiz"
"-11","Açık","0","0","1.24","-1.89","2.07","21","keyifli"
"-8.7","Çok_Bulutlu","1","0","4.9","0.35","0.52","21","mutlu"
"-8","Çok_Bulutlu","0","0","-1.8","-2.24","-0.13","20","sinirli "
"-7.1","Çok_Bulutlu","1","0","-2.86","-3.81","2.46","20","keyifsiz"
"-6","Çok_Bulutlu","0","0","0.98","0.33","-0.56","21","keyifli"
"-4.7","Çok_Bulutlu","1","1","-4.45","-3.83","-2.91","21","sinirli "
"-2","Çok_Bulutlu","1","0","-0.56","-2.17","0","20","sinirli "
"-1.9","Açık","1","1","0.37","-0.16","0.84","21","keyifli"
"-3.2","Açık","1","1","2.32","1.42","0.3","21","mutlu"
"-3.6","Açık","1","0","-2.09","-0.78","-2.68","21","sinirli "
"-3.5","Açık","1","0","0.29","-2.11","0.64","21","keyifli"
"-3.3","Açık","1","1","-1.63","0.3","4.18","21","keyifli"
"-5.8","Açık","1","0","0.88","2.33","-1.32","21","keyifli"
"-4","Açık","1","0","-0.18","0.62","0.1","21","keyifli"
"-4.3","Açık","1","0","1.3","0.79","2.71","21","mutlu"
"-4.1","Açık","1","1","3.68","0","1.07","21","mutlu"
"-5.3","Açık","0","0","-0.67","-1.24","-0.3","21","sinirli "
"-5.2","Açık","1","1","3.47","2.06","-2.37","21","keyifli"
"-5","Çok_Bulutlu","1","0","-0.12","0.9","-1.41","20","keyifsiz"
"-3.1","Çok_Bulutlu","0","0","4.58","0.15","-0.37","21","keyifli"
"-1.4","Çok_Bulutlu","1","0","4.8","0.75","-4.49","21","keyifli"
"1.9","Çok_Bulutlu","1","0","5.91","2.44","-5.08","21","keyifli"
"1.3","Karla_Karışık_Yağmur","0","0","0","0.45","-0.08","21","keyifsiz"
"1.2","Yağmurlu","1","0","-5.05","-1.93","0.08","24","keyifsiz"
"1.4","Yağmurlu","1","0","-3.6","-2.03","-4.25","24","sinirli "
"1.5","Yağmurlu","0","0","3.37","3.77","1.59","21","keyifli"
"2.6","Yağmurlu","0","0","-1.2","0.63","-4.1","21","keyifsiz"
"4","Çok_Bulutlu","1","0","-1.46","0.31","-0.21","20","keyifsiz"
"4.6","Çok_Bulutlu","0","0","1.48","-0.61","3.01","21","keyifli"
"5.2","Çok_Bulutlu","1","1","2.87","4.96","0.69","21","mutlu"
"5.8","Çok_Bulutlu","1","1","-3.72","-5.16","-0.24","21","sinirli "
"6.1","Çok_Bulutlu","1","0","-1.88","-1.35","0.69","20","keyifsiz"
"5.4","Sağnak_Yağışlı","0","0","-2.9","-0.6","-0.14","24","sinirli "
"2.6","Çok_Bulutlu","1","1","-0.05","-0.74","4.78","21","keyifsiz"
"2.4","Çok_Bulutlu","1","0","-0.62","1.5","3.06","21","keyifli"
"1.6","Çok_Bulutlu","0","0","-1.82","1.21","-0.47","21","keyifsiz"
"2.3","Çok_Bulutlu","1","0","3.56","2","2.13","21","mutlu"
"2.3","Sağnak_Yağışlı","1","1","1.1","-0.15","2.44","21","keyifli"
"1.1","Çok_Bulutlu","1","0","-0.81","0","-2.51","21","sinirli "
"2.3","Çok_Bulutlu","1","0","-0.82","-1.86","-2.92","19","sinirli "
"1.9","Çok_Bulutlu","1","0","1.76","4.86","1.73","21","mutlu"
"2.7","Çok_Bulutlu","0","0","3","0.98","-0.27","21","keyifli"
"2.3","Çok_Bulutlu","1","1","4.1","0.33","2.03","21","mutlu"
"1.6","Açık","1","0","-2.33","-0.16","-1.59","19","sinirli "
"1.1","Açık","1","0","-7.62","-4.56","3.38","19","üzgün"
"0.5","Açık","1","1","3.93","7.52","0.26","21","mutlu"
"-0.2","Açık","1","0","-2.82","-5.26","-0.35","19","sinirli "
"-1","Açık","0","0","-1.84","-1.07","-1.95","20","sinirli "
"-0.9","Açık","1","0","-0.06","0.93","1.29","21","keyifli"
"-1.7","Açık","0","0","0.7","-0.15","1.14","21","keyifli"
"-1.8","Açık","1","0","1.41","1.25","-2.8","21","keyifli"
"1","Pus","1","0","-0.06","-0.43","-1.69","24","sinirli "
"-0.1","Pus","1","1","1.13","-1.15","0.59","24","keyifli"
"0.6","Yağmurlu","1","1","-4.73","0.45","0.91","21","keyifli"
"1","Yağmurlu","1","0","0.35","3.7","-0.66","21","keyifli"
"0.8","Karla_Karışık_Yağmur","1","0","3.31","6.15","0.33","21","mutlu"
"-5.6","Çok_Bulutlu","1","0","-4.56","-0.87","-1.67","19","sinirli "
"-8.3","Çok_Bulutlu","1","0","-0.6","2.79","-2.81","19","keyifsiz"
"-9.2","Açık","1","0","-0.8","-0.53","1.21","21","keyifsiz"
"-10.8","Çok_Bulutlu","1","0","5.85","-0.88","-1.03","21","keyifsiz"
"-11.6","Açık","0","0","5.87","0","3.36","21","mutlu"
"-11.3","Açık","1","1","-6","1.07","0.48","21","üzgün"
"-12.1","Açık","1","0","-0.54","-4.59","3.4","19","keyifsiz"
"-11.2","Açık","0","0","0.62","-1.32","2.81","21","keyifli"
"-10.1","Açık","1","0","-1.52","-0.49","1.77","21","keyifsiz"
"-9.3","Açık","1","0","-1.2","-5.86","-1.24","19","sinirli "
"-7.6","Çok_Bulutlu","1","0","3","-0.62","-0.35","21","keyifsiz"
"-8.6","Çok_Bulutlu","1","0","2.21","-0.46","-0.43","21","keyifsiz"
"-8.4","Çok_Bulutlu","1","0","-0.94","-4.1","2.08","21","keyifsiz"
"-9","Çok_Bulutlu","0","0","4.67","-1.48","-2.19","21","keyifsiz"
"-8.7","Çok_Bulutlu","1","0","-3.23","-0.8","0.39","19","keyifsiz"
"-6.3","Çok_Bulutlu","0","0","-2.78","-0.13","0.92","19","keyifsiz"
"-8.3","Açık","0","0","5.03","0","-0.24","21","keyifli"
"-7.5","Açık","1","0","-1.01","-1.02","1.46","21","keyifsiz"
"-6.5","Açık","0","0","-2.88","3.69","0.18","21","keyifli"
"-4.8","Çok_Bulutlu","1","0","-0.11","0.65","-0.8","19","keyifsiz"
"-4.2","Çok_Bulutlu","0","0","-4.04","-1.78","-1.12","19","sinirli "
"-4.3","Çok_Bulutlu","1","1","2.46","6.63","-0.48","21","keyifli"
"-5.3","Açık","1","0","-1.37","0","1.06","19","keyifsiz"
"-5.9","Açık","1","0","3.56","0","0.16","21","mutlu"
"-6.8","Açık","0","0","3.28","-2.85","2.86","21","keyifsiz"
"-8.7","Açık","1","0","0.23","0.65","1.03","21","mutlu"
"-8.3","Açık","0","0","5.69","-1.92","0.85","21","keyifsiz"
"-10","Açık","1","0","-2.79","-1.63","-0.59","19","sinirli "
"-8.2","Açık","0","0","-0.75","-1.61","-0.19","19","sinirli "
"-9.5","Açık","1","1","0.52","0.5","2.36","21","mutlu"
"-11.5","Açık","1","0","-2.31","1.52","-0.62","21","keyifsiz"
"-13.1","Açık","1","0","1.6","-1","-2.34","19","keyifsiz"
"-12.2","Açık","1","1","4.71","-3.86","-3.65","21","keyifsiz"
"-8.5","Çok_Bulutlu","1","0","-1.04","0.65","-0.41","19","keyifsiz"
"-6.6","Çok_Bulutlu","0","0","4.09","-0.9","-1.3","19","keyifsiz"
"-4.7","Çok_Bulutlu","1","1","-0.89","0.39","3.09","21","keyifli"
"-3.9","Çok_Bulutlu","1","1","1.82","-1.15","-3.21","21","keyifsiz"
"-2.9","Çok_Bulutlu","1","1","4.97","3.99","-1.45","21","keyifli"
"-2.9","Çok_Bulutlu","1","0","0.26","-2.59","-0.78","19","keyifsiz"
"-4.6","Çok_Bulutlu","1","1","1.36","0.51","1.25","21","mutlu"
"-5.2","Karla_Karışık_Yağmur","0","0","1.24","-0.21","-0.1","24","keyifsiz"
"0.3","Kırağı","1","0","-0.48","0","1.5","19","keyifli"
"2","Çok_Bulutlu","1","0","1.09","1.99","0.77","21","mutlu"
"2.7","Çok_Bulutlu","0","0","2.33","2.19","-1.44","21","keyifli"
"4","Sağnak_Yağışlı","1","1","0","-2.34","1.13","21","keyifsiz"
"5.2","Çok_Bulutlu","1","0","0","0.47","0.06","19","mutlu"
"5.8","Çok_Bulutlu","0","0","-0.6","-0.93","-2.37","19","sinirli "
"6.5","Çok_Bulutlu","1","1","3.54","0.16","0.48","21","mutlu"
"5.3","Çok_Bulutlu","1","0","1.16","-0.31","1.55","21","keyifsiz"
"3.7","Çok_Bulutlu","1","0","0.22","4.93","2.11","21","mutlu"
"0.5","Çok_Bulutlu","1","0","-0.44","1.41","0.45","21","keyifli"
"-0.8","Çok_Bulutlu","0","0","2.68","-1.84","1.34","21","keyifli"
"-1.8","Çok_Bulutlu","1","1","-1.32","-1.66","1.55","19","keyifsiz"
"-2.1","Çok_Bulutlu","1","1","3.54","-0.3","1.99","21","keyifli"
"-2.9","Çok_Bulutlu","1","0","-1.8","-0.15","4.46","19","keyifsiz"
"-4.8","Çok_Bulutlu","1","1","-4.44","0.15","-2.98","19","keyifsiz"
"-5.7","Çok_Bulutlu","1","0","2.62","1.24","-2.55","21","keyifli"
"-5.9","Çok_Bulutlu","0","0","-6.5","-0.31","-0.71","19","sinirli "
"-5.8","Çok_Bulutlu","0","0","-0.65","1.08","0.58","21","keyifli"
"-5.7","Çok_Bulutlu","1","0","-1.11","-0.31","-0.62","19","sinirli "
"-5.6","Çok_Bulutlu","0","0","-1.1","-0.62","-0.7","19","sinirli "
"-7.9","Çok_Bulutlu","1","0","-1.49","0.16","1.96","19","keyifli"
"-11.1","Çok_Bulutlu","1","0","-0.1","-0.76","0.92","19","keyifsiz"
"-14.5","Açık","0","0","1.47","1.9","-0.44","21","keyifli"
"-15","Açık","0","0","0.63","0.96","-0.58","21","keyifli"
"-15.5","Açık","1","0","-1.05","0.48","-1.32","19","keyifsiz"
"-15.9","Açık","1","1","1.81","5.41","2.37","21","mutlu"
"-16.2","Çok_Bulutlu","1","1","1.4","1.54","2.06","21","mutlu"
"-16.2","Çok_Bulutlu","1","0","-0.43","0","1","21","keyifli"
"-15.7","Çok_Bulutlu","0","0","0","0.52","0.73","21","keyifli"
"-15.1","Çok_Bulutlu","1","0","0.22","-0.34","-3.21","19","keyifsiz"
"-14.4","Çok_Bulutlu","0","0","-2.32","-1.02","1.07","19","keyifsiz"
"-13.4","Çok_Bulutlu","1","1","5.56","0","3.07","21","mutlu"
"-12.2","Çok_Bulutlu","1","1","1.81","1.03","-1.87","21","keyifli"
"-11.3","Çok_Bulutlu","1","0","-0.9","0.69","-1.89","19","keyifsiz"
"-10.8","Çok_Bulutlu","1","1","-1.44","0.17","3.68","21","keyifli"
"-10","Çok_Bulutlu","1","0","-0.22","1.94","2.29","21","keyifli"
"-9.9","Çok_Bulutlu","0","0","2.25","1.07","-0.93","21","keyifli"
